lambda,alpha,excluded,source
0.0001700901698393,151.56732086591214,1,envelope
0.0001730153199277,151.56732086591214,1,envelope
0.0001759907757042,137.09378472626807,1,envelope
0.0001790174023081,137.09378472626807,1,envelope
0.0001820960797571,137.09378472626807,1,envelope
0.000185227703203,124.00236213978864,1,envelope
0.0001884131831923,124.00236213978864,1,envelope
0.0001916534459305,124.00236213978864,1,envelope
0.0001949494335518,112.16107168497358,1,envelope
0.0001983021043929,112.16107168497358,1,envelope
0.0002017124332716,112.16107168497358,1,envelope
0.0002051814117703,101.45053517077478,1,envelope
0.0002087100485242,101.45053517077478,1,envelope
0.0002122993695147,91.7627741231317,1,envelope
0.0002159504183677,91.7627741231317,1,envelope
0.0002196642566569,91.7627741231317,1,envelope
0.0002234419642127,83.00012119796669,1,envelope
0.000227284639436,83.00012119796669,1,envelope
0.0002311933996175,83.00012119796669,1,envelope
0.0002351693812627,75.07423554603024,1,envelope
0.0002392137404225,75.07423554603024,1,envelope
0.000243327653029,75.07423554603024,1,envelope
0.0002475123152375,67.90521220297799,1,envelope
0.0002517689437744,67.90521220297799,1,envelope
0.000256098776291,67.90521220297799,1,envelope
0.0002605030717233,61.420776525979626,1,envelope
0.0002649831106579,61.420776525979626,1,envelope
0.0002695401957045,61.420776525979626,1,envelope
0.0002741756518748,55.55555555555551,1,envelope
0.0002788908269673,55.55555555555551,1,envelope
0.0002836870919597,55.55555555555551,1,envelope
0.0002885658414071,55.55555555555551,1,envelope
0.0002935284938478,55.55555555555551,1,envelope
0.0002985764922155,55.55555555555551,1,envelope
0.0003037113042591,55.55555555555551,1,envelope
0.0003089344229692,55.55555555555551,1,envelope
0.0003142473670124,55.55555555555551,1,envelope
0.0003196516811726,55.55555555555551,1,envelope
0.0003251489368007,55.55555555555551,1,envelope
0.0003307407322708,55.55555555555551,1,envelope
0.0063184773041881,1.232846739442066e-06,1,envelope
0.0064271402237568,1.232846739442066e-06,1,envelope
0.0065376718894681,1.232846739442066e-06,1,envelope
0.0066501044393517,1.232846739442066e-06,1,envelope
0.0067644705641359,1.232846739442066e-06,1,envelope
0.0068808035167522,1.232846739442066e-06,1,envelope
0.0069991371220044,1.232846739442066e-06,1,envelope
0.0071195057864031,1.232846739442066e-06,1,envelope
0.0072419445081698,1.232846739442066e-06,1,envelope
0.007366488887413,1.232846739442066e-06,1,envelope
0.007493175136479,1.232846739442066e-06,1,envelope
0.0076220400904814,1.232846739442066e-06,1,envelope
0.0077531212180107,1.232846739442066e-06,1,envelope
0.007886456632029,1.232846739442066e-06,1,envelope
0.0080220851009514,1.232846739442066e-06,1,envelope
0.0081600460599186,1.232846739442066e-06,1,envelope
0.0083003796222625,1.232846739442066e-06,1,envelope
0.0084431265911699,1.232846739442066e-06,1,envelope
0.0085883284715465,1.232846739442066e-06,1,envelope
0.0087360274820841,1.232846739442066e-06,1,envelope
0.0088862665675369,1.232846739442066e-06,1,envelope
0.0090390894112075,1.232846739442066e-06,1,envelope
0.0091945404476484,1.232846739442066e-06,1,envelope
0.0093526648755816,1.232846739442066e-06,1,envelope
0.0095135086710408,1.232846739442066e-06,1,envelope
0.0096771186007389,1.232846739442066e-06,1,envelope
0.0098435422356662,1.232846739442066e-06,1,envelope
0.010012827964922,1.232846739442066e-06,1,envelope
0.0101850250097837,1.232846739442066e-06,1,envelope
0.0103601834380192,1.232846739442066e-06,1,envelope
0.0105383541784437,1.232846739442066e-06,1,envelope
0.010719589035728,1.232846739442066e-06,1,envelope
0.0109039407054612,1.232846739442066e-06,1,envelope
0.0110914627894725,1.232846739442066e-06,1,envelope
0.011282209811416,1.232846739442066e-06,1,envelope
0.0114762372326244,1.232846739442066e-06,1,envelope
0.0116736014682343,1.232846739442066e-06,1,envelope
0.0118743599035901,1.232846739442066e-06,1,envelope
0.0120785709109285,1.232846739442066e-06,1,envelope
0.0122862938663515,1.232846739442066e-06,1,envelope
0.0124975891670898,1.232846739442066e-06,1,envelope
0.0127125182490643,1.232846739442066e-06,1,envelope
0.012931143604749,1.232846739442066e-06,1,envelope
0.013153528801341,1.232846739442066e-06,1,envelope
0.0133797384992436,1.232846739442066e-06,1,envelope
0.0136098384708664,1.232846739442066e-06,1,envelope
0.0138438956197498,1.232846739442066e-06,1,envelope
0.0140819780000171,1.232846739442066e-06,1,envelope
0.0143241548361624,1.232846739442066e-06,1,envelope
0.0145704965431777,1.232846739442066e-06,1,envelope
0.0148210747470272,1.232846739442066e-06,1,envelope
0.0150759623054727,1.232846739442066e-06,1,envelope
0.0153352333292579,1.232846739442066e-06,1,envelope
0.0155989632036565,1.232846739442066e-06,1,envelope
0.0158672286103915,1.232846739442066e-06,1,envelope
0.0161401075499306,1.232846739442066e-06,1,envelope
0.016417679364166,1.232846739442066e-06,1,envelope
0.016700024759483,1.232846739442066e-06,1,envelope
0.0169872258302271,1.232846739442066e-06,1,envelope
0.0172793660825726,1.232846739442066e-06,1,envelope
0.0175765304588036,1.232846739442066e-06,1,envelope
0.017878805362011,1.232846739442066e-06,1,envelope
0.0181862786812154,1.232846739442066e-06,1,envelope
0.0184990398169214,1.232846739442066e-06,1,envelope
0.0188171797071117,1.232846739442066e-06,1,envelope
0.0191407908536878,1.232846739442066e-06,1,envelope
0.0194699673493661,1.232846739442066e-06,1,envelope
0.0198048049050358,1.232846739442066e-06,1,envelope
0.0201454008775881,1.232846739442066e-06,1,envelope
0.0204918542982231,1.232846739442066e-06,1,envelope
0.0208442659012441,1.232846739442066e-06,1,envelope
0.0212027381533473,1.232846739442066e-06,1,envelope
0.0215673752834144,1.232846739442066e-06,1,envelope
0.0219382833128183,1.232846739442066e-06,1,envelope
0.0223155700862495,1.232846739442066e-06,1,envelope
0.0226993453030734,1.232846739442066e-06,1,envelope
0.0230897205492257,1.232846739442066e-06,1,envelope
0.0234868093296571,1.232846739442066e-06,1,envelope
0.0238907271013364,1.519911082952933e-06,1,envelope
0.0243015913068198,1.519911082952933e-06,1,envelope
0.0247195214083988,1.519911082952933e-06,1,envelope
0.0251446389228349,1.519911082952933e-06,1,envelope
0.0255770674566914,1.519911082952933e-06,1,envelope
0.0260169327422733,1.519911082952933e-06,1,envelope
0.0264643626741849,1.519911082952933e-06,1,envelope
0.0269194873465162,1.873817422860383e-06,1,envelope
0.0273824390906692,1.873817422860383e-06,1,envelope
0.0278533525138339,1.873817422860383e-06,1,envelope
0.028332364538127,1.873817422860383e-06,1,envelope
0.0288196144404027,1.873817422860383e-06,1,envelope
0.0293152438927491,1.873817422860383e-06,1,envelope
0.0298193970036803,1.873817422860383e-06,1,envelope
0.0303322203600371,1.873817422860383e-06,1,envelope
0.0308538630696086,1.873817422860383e-06,1,envelope
0.0313844768044864,2.310129700083163e-06,1,envelope
0.0319242158451648,2.310129700083163e-06,1,envelope
0.0324732371253992,2.310129700083163e-06,1,envelope
0.0330317002778351,2.310129700083163e-06,1,envelope
0.0335997676804241,2.310129700083163e-06,1,envelope
0.0341776045036354,2.310129700083163e-06,1,envelope
0.0347653787584811,2.310129700083163e-06,1,envelope
0.0353632613453671,2.848035868435805e-06,1,envelope
0.035971426103783,2.848035868435805e-06,1,envelope
0.0365900498628484,2.848035868435805e-06,1,envelope
0.0372193124927269,2.848035868435805e-06,1,envelope
0.037859396956925,2.848035868435805e-06,1,envelope
0.0385104893654904,2.848035868435805e-06,1,envelope
0.0391727790291249,2.848035868435805e-06,1,envelope
0.0398464585142284,2.848035868435805e-06,1,envelope
0.0405317236988891,2.848035868435805e-06,1,envelope
0.0412287738298365,2.848035868435805e-06,1,envelope
0.0419378115803746,3.5111917342151347e-06,1,envelope
0.0426590431093102,3.5111917342151347e-06,1,envelope
0.0433926781208963,3.5111917342151347e-06,1,envelope
0.0441389299258043,3.5111917342151347e-06,1,envelope
0.044898015503147,3.5111917342151347e-06,1,envelope
0.045670155563566,3.5111917342151347e-06,1,envelope
0.0464555746134063,3.5111917342151347e-06,1,envelope
0.0472545010199929,4.328761281083061e-06,1,envelope
0.0480671670780304,4.328761281083061e-06,1,envelope
0.0488938090771451,4.328761281083061e-06,1,envelope
0.0497346673705879,4.328761281083061e-06,1,envelope
0.0505899864451192,4.328761281083061e-06,1,envelope
0.0514600149920958,4.328761281083061e-06,1,envelope
0.0523450059797794,4.328761281083061e-06,1,envelope
0.0532452167268898,4.328761281083061e-06,1,envelope
0.0541609089774224,4.328761281083061e-06,1,envelope
0.0550923489767526,5.336699231206313e-06,1,envelope
0.0560398075490487,5.336699231206313e-06,1,envelope
0.0570035601760163,5.336699231206313e-06,1,envelope
0.0579838870769977,5.336699231206313e-06,1,envelope
0.0589810732904468,5.336699231206313e-06,1,envelope
0.0599954087568077,5.336699231206313e-06,1,envelope
0.0610271884028168,5.336699231206313e-06,1,envelope
0.0620767122272552,6.579332246575683e-06,1,envelope
0.0631442853881761,6.579332246575683e-06,1,envelope
0.064230218291632,6.579332246575683e-06,1,envelope
0.0653348266819283,6.579332246575683e-06,1,envelope
0.0664584317334282,6.579332246575683e-06,1,envelope
0.0676013601439368,6.579332246575683e-06,1,envelope
0.068763944229692,6.579332246575683e-06,1,envelope
0.0699465220219876,6.579332246575683e-06,1,envelope
0.0711494373654591,6.579332246575683e-06,1,envelope
0.0723730400180597,8.111308307896873e-06,1,envelope
0.0736176857527545,8.111308307896873e-06,1,envelope
0.0748837364609659,8.111308307896873e-06,1,envelope
0.0761715602577954,8.111308307896873e-06,1,envelope
0.077481531589057,8.111308307896873e-06,1,envelope
0.0788140313401506,8.111308307896873e-06,1,envelope
0.0801694469468067,8.111308307896873e-06,1,envelope
0.0815481725077378,8.111308307896873e-06,1,envelope
0.0829506088992254,1e-05,1,envelope
0.0843771638916783,1e-05,1,envelope
0.0858282522681956,1e-05,1,envelope
0.0873042959451679,1e-05,1,envelope
0.0888057240949538,1e-05,1,envelope
0.0903329732706646,1e-05,1,envelope
0.0918864875330968,1e-05,1,envelope
0.0934667185798461,1e-05,1,envelope
0.0950741258766419,1.2328467394420658e-05,1,envelope
0.0967091767909421,1.2328467394420658e-05,1,envelope
0.0983723467278226,1.2328467394420658e-05,1,envelope
0.1000641192682071,1.2328467394420658e-05,1,envelope
0.1017849863094714,1.2328467394420658e-05,1,envelope
0.1035354482084663,1.2328467394420658e-05,1,envelope
0.1053160139270024,1.2328467394420658e-05,1,envelope
0.1071272011798329,1.2328467394420658e-05,1,envelope
0.1089695365851854,1.5199110829529332e-05,1,envelope
0.1108435558178803,1.5199110829529332e-05,1,envelope
0.1127498037650813,1.5199110829529332e-05,1,envelope
0.1146888346847288,1.5199110829529332e-05,1,envelope
0.1166612123666921,1.5199110829529332e-05,1,envelope
0.1186675102966991,1.5199110829529332e-05,1,envelope
0.1207083118230794,1.5199110829529332e-05,1,envelope
0.12278421032638,1.5199110829529332e-05,1,envelope
0.124895809391895,1.8738174228603867e-05,1,envelope
0.1270437229851624,1.8738174228603867e-05,1,envelope
0.1292285756304815,1.8738174228603867e-05,1,envelope
0.131451002592497,1.8738174228603867e-05,1,envelope
0.133711650060909,1.8738174228603867e-05,1,envelope
0.1360111753383576,1.8738174228603867e-05,1,envelope
0.1383502470315388,1.8738174228603867e-05,1,envelope
0.1407295452456089,1.8738174228603867e-05,1,envelope
0.1431497617819293,1.8738174228603867e-05,1,envelope
0.1456116003392152,2.3101297000831627e-05,1,envelope
0.1481157767181414,2.3101297000831627e-05,1,envelope
0.1506630190294667,2.3101297000831627e-05,1,envelope
0.1532540679057401,2.3101297000831627e-05,1,envelope
0.1558896767166441,2.3101297000831627e-05,1,envelope
0.158570611788045,2.3101297000831627e-05,1,envelope
0.1612976526248084,2.3101297000831627e-05,1,envelope
0.1640715921374453,2.3101297000831627e-05,1,envelope
0.1668932368726605,2.8480358684358048e-05,1,envelope
0.16976340724786,2.8480358684358048e-05,1,envelope
0.1726829377896968,2.8480358684358048e-05,1,envelope
0.1756526773767157,2.8480358684358048e-05,1,envelope
0.1786734894861711,2.8480358684358048e-05,1,envelope
0.1817462524450924,2.8480358684358048e-05,1,envelope
0.1848718596856629,2.8480358684358048e-05,1,envelope
0.188051220004995,2.8480358684358048e-05,1,envelope
0.1912852578293697,2.8480358684358048e-05,1,envelope
0.1945749134830207,3.511191734215135e-05,1,envelope
0.1979211434615437,3.511191734215135e-05,1,envelope
0.2013249207100033,3.511191734215135e-05,1,envelope
0.2047872349058274,3.511191734215135e-05,1,envelope
0.2083090927465634,3.511191734215135e-05,1,envelope
0.2118915182425831,3.511191734215135e-05,1,envelope
0.215535553014825,3.511191734215135e-05,1,envelope
0.2192422565976514,4.328761281083062e-05,1,envelope
0.2230127067469202,4.328761281083062e-05,1,envelope
0.22684799975335,4.328761281083062e-05,1,envelope
0.230749250761275,4.328761281083062e-05,1,envelope
0.2347175940928858,4.328761281083062e-05,1,envelope
0.2387541835780398,4.328761281083062e-05,1,envelope
0.2428601928897502,4.328761281083062e-05,1,envelope
0.2470368158854402,4.328761281083062e-05,1,envelope
0.2512852669540656,4.328761281083062e-05,1,envelope
0.2556067813692126,5.336699231206312e-05,1,envelope
0.26000261564826,5.336699231206312e-05,1,envelope
0.2644740479177258,5.336699231206312e-05,1,envelope
0.2690223782848923,5.336699231206312e-05,1,envelope
0.2736489292158217,5.336699231206312e-05,1,envelope
0.2783550459198777,5.336699231206312e-05,1,envelope
0.2831420967408532,5.336699231206312e-05,1,envelope
0.2880114735548312,6.579332246575683e-05,1,envelope
0.2929645921748833,6.579332246575683e-05,1,envelope
0.2980028927627275,6.579332246575683e-05,1,envelope
0.3031278402474722,6.579332246575683e-05,1,envelope
0.3083409247515515,6.579332246575683e-05,1,envelope
0.3136436620239957,6.579332246575683e-05,1,envelope
0.3190375938811466,6.579332246575683e-05,1,envelope
0.3245242886549514,6.579332246575683e-05,1,envelope
0.3301053416489738,6.579332246575683e-05,1,envelope
0.3357823756022364,8.111308307896872e-05,1,envelope
0.3415570411610518,8.111308307896872e-05,1,envelope
0.3474310173589563,8.111308307896872e-05,1,envelope
0.3534060121049085,8.111308307896872e-05,1,envelope
0.3594837626798762,8.111308307896872e-05,1,envelope
0.3656660362419635,8.111308307896872e-05,1,envelope
0.3719546303402326,8.111308307896872e-05,1,envelope
0.3783513734373503,8.111308307896872e-05,1,envelope
0.3848581254412346,0.0001,1,envelope
0.3914767782458369,0.0001,1,envelope
0.3982092562812234,0.0001,1,envelope
0.4050575170731259,0.0001,1,envelope
0.4120235518121022,0.0001,1,envelope
0.4191093859324978,0.0001,1,envelope
0.426317079701356,0.0001,1,envelope
0.4336487288174554,0.0001,1,envelope
0.4411064650206582,0.0001,1,envelope
0.4486924567117251,0.0001232846739442,1,envelope
0.4564089095828027,0.0001232846739442,1,envelope
0.4642580672587446,0.0001232846739442,1,envelope
0.4722422119494616,0.0001232846739442,1,envelope
0.4803636651135007,0.0001232846739442,1,envelope
0.4886247881330212,0.0001232846739442,1,envelope
0.4970279830003938,0.0001232846739442,1,envelope
0.5055756930165973,0.0001519911082952,1,envelope
0.5142704035016266,0.0001519911082952,1,envelope
0.5231146425171276,0.0001519911082952,1,envelope
0.5321109816014449,0.0001519911082952,1,envelope
0.5412620365173255,0.0001519911082952,1,envelope
0.5505704680124718,0.0001519911082952,1,envelope
0.5600389825931725,0.0001519911082952,1,envelope
0.5696703333112513,0.0001519911082952,1,envelope
0.5794673205645305,0.000187381742286,1,envelope
0.5894327929110795,0.000187381742286,1,envelope
0.5995696478974534,0.000187381742286,1,envelope
0.6098808329011758,0.000187381742286,1,envelope
0.6203693459877232,0.000187381742286,1,envelope
0.6310382367822281,0.000187381742286,1,envelope
0.6418906073561922,0.000187381742286,1,envelope
0.6529296131294369,0.000187381742286,1,envelope
0.6641584637875643,0.0002310129700083,1,envelope
0.6755804242152105,0.0002310129700083,1,envelope
0.6871988154453278,0.0002310129700083,1,envelope
0.6990170156248131,0.0002310129700083,1,envelope
0.7110384609967293,0.0002310129700083,1,envelope
0.7232666468994174,0.0002310129700083,1,envelope
0.735705128782807,0.0002310129700083,1,envelope
0.7483575232421816,0.0002310129700083,1,envelope
0.7612275090697455,0.0002310129700083,1,envelope
0.774318828324259,0.0002848035868435,1,envelope
0.7876352874190706,0.0002848035868435,1,envelope
0.801180758228874,0.0002848035868435,1,envelope
0.8149591792154772,0.0002848035868435,1,envelope
0.8289745565729544,0.0002848035868435,1,envelope
0.8432309653924773,0.0002848035868435,1,envelope
0.8577325508471773,0.0002848035868435,1,envelope
0.8724835293974018,0.0002848035868435,1,envelope
0.8874881900166732,0.0003511191734215,1,envelope
0.902750895438756,0.0003511191734215,1,envelope
0.9182760834261542,0.0003511191734215,1,envelope
0.934068268060424,0.0003511191734215,1,envelope
0.9501320410546936,0.0003511191734215,1,envelope
0.9664720730887282,0.0003511191734215,1,envelope
0.9830931151669868,0.0003511191734215,1,envelope
1.0,0.0003511191734215,1,envelope
5e-05,3482.202253184498,1,EotWashMaster
5.4605399957427715e-05,2971.501361632138,1,EotWashMaster
5.9634994090212944e-05,2535.7000254958543,1,EotWashMaster
6.512785407509833e-05,2163.813452122409,1,EotWashMaster
7.112665040279466e-05,1846.4678820478052,1,EotWashMaster
7.767798385753464e-05,1575.664314356636,1,EotWashMaster
8.483274752854586e-05,1344.576884155454,1,EotWashMaster
9.26465221656747e-05,1147.3808100701783,1,EotWashMaster
0.0001011800079504,979.1055750182694,1,EotWashMaster
0.0001104994960365,835.5096395356492,1,EotWashMaster
0.0001206773835234,712.9735296869951,1,EotWashMaster
0.0001317927358622,608.4086047371619,1,EotWashMaster
0.0001439319010648,519.1792049849663,1,EotWashMaster
0.0001571891804855,443.0362174204761,1,EotWashMaster
0.0001716675613878,378.06038466414856,1,EotWashMaster
0.000187479516986,322.61392823502035,1,EotWashMaster
0.0002047478801769,275.2992667657848,1,EotWashMaster
0.0002236067977499,234.92378861760383,1,EotWashMaster
0.0002442027724867,200.46979095444408,1,EotWashMaster
0.000266695801247,171.06882756234862,1,EotWashMaster
0.0002912606178812,145.97981882570457,1,EotWashMaster
0.000318088050625,124.57037210136204,1,EotWashMaster
0.0003473865045211,106.30084165263652,1,EotWashMaster
0.0003793835803838,90.71072635846588,1,EotWashMaster
0.0004143278428827,77.40706233887448,1,EotWashMaster
0.0004524907514822,66.0545179216856,1,EotWashMaster
0.0004941687692345,56.36694128456865,1,EotWashMaster
0.0005396856658103,48.10014772259702,1,EotWashMaster
0.0005893950326573,41.04576473744277,1,EotWashMaster
0.0006436830298235,35.02597980775059,1,EotWashMaster
0.0007029713857864,29.889058453181185,1,EotWashMaster
0.0007677206735899,25.505519620610297,1,EotWashMaster
0.0008384338887392,21.76487198940514,1,EotWashMaster
0.0009156603566493,18.572828931209095,1,EotWashMaster
0.001,15.848931924611136,1,EotWashMaster
4.000000000000001e-08,138017564250.41516,1,envelope
4.068790573638151e-08,138017564250.41516,1,envelope
4.1387641830316766e-08,138017564250.41516,1,envelope
4.209941173607622e-08,138017564250.41516,1,envelope
4.282342240686464e-08,138017564250.41516,1,envelope
4.35598843549939e-08,138017564250.41516,1,envelope
4.430901171309178e-08,138017564250.41516,1,envelope
4.5071022296362654e-08,91818892755.18608,1,envelope
4.5846137665918814e-08,91818892755.18608,1,envelope
4.663458319320195e-08,91818892755.18608,1,envelope
4.743658812551105e-08,91818892755.18608,1,envelope
4.82523856526587e-08,91818892755.18608,1,envelope
4.9082212974772706e-08,91818892755.18608,1,envelope
4.992631137126383e-08,91818892755.18608,1,envelope
5.078492627098047e-08,91818892755.18608,1,envelope
5.1658307323568446e-08,61084320047.06241,1,envelope
5.254670847205948e-08,61084320047.06241,1,envelope
5.3450388026707e-08,61084320047.06241,1,envelope
5.436960874009172e-08,61084320047.06241,1,envelope
5.530463788352001e-08,61084320047.06241,1,envelope
5.625574732473439e-08,61084320047.06241,1,envelope
5.722321360696222e-08,61084320047.06241,1,envelope
5.8207318029322674e-08,61084320047.06241,1,envelope
5.920834672861651e-08,40637542488.784,1,envelope
6.022659076252365e-08,40637542488.784,1,envelope
6.126234619422968e-08,40637542488.784,1,envelope
6.231591417850968e-08,40637542488.784,1,envelope
6.338760104929117e-08,40637542488.784,1,envelope
6.447771840872291e-08,40637542488.784,1,envelope
6.558658321777683e-08,40637542488.784,1,envelope
6.671451788840612e-08,40637542488.784,1,envelope
6.786185037729029e-08,27034922517.847233,1,envelope
6.902891428119032e-08,27034922517.847233,1,envelope
7.021604893394577e-08,27034922517.847233,1,envelope
7.142359950513855e-08,27034922517.847233,1,envelope
7.265191710045355e-08,27034922517.847233,1,envelope
7.390135886376644e-08,27034922517.847233,1,envelope
7.517228808098591e-08,27034922517.847233,1,envelope
7.646507428568173e-08,27034922517.847233,1,envelope
7.778009336653086e-08,17985512675.815186,1,envelope
7.911772767660899e-08,17985512675.815186,1,envelope
8.047836614456438e-08,17985512675.815186,1,envelope
8.18624043877008e-08,17985512675.815186,1,envelope
8.327024482700785e-08,17985512675.815186,1,envelope
8.470229680416779e-08,17985512675.815186,1,envelope
8.615897670057468e-08,17985512675.815186,1,envelope
8.7640708058402e-08,17985512675.815186,1,envelope
8.914792170374978e-08,11965215213.706087,1,envelope
9.068105587191225e-08,11965215213.706087,1,envelope
9.224055633479794e-08,11965215213.706087,1,envelope
9.382687653054116e-08,11965215213.706087,1,envelope
9.544047769534431e-08,11965215213.706087,1,envelope
9.708182899758476e-08,11965215213.706087,1,envelope
9.875140767423094e-08,11965215213.706087,1,envelope
1.0044969916960244e-07,11965215213.706087,1,envelope
1.0217719727651658e-07,7960094198.638889,1,envelope
1.039344042798643e-07,7960094198.638889,1,envelope
1.0572183110265213e-07,7960094198.638889,1,envelope
1.0753999745455889e-07,7960094198.638889,1,envelope
1.093894319830452e-07,7960094198.638889,1,envelope
1.1127067242706148e-07,7960094198.638889,1,envelope
1.1318426577340177e-07,7960094198.638889,1,envelope
1.1513076841574307e-07,7960094198.638889,1,envelope
1.1711074631642307e-07,5295608856.1300955,1,envelope
1.1912477517099797e-07,5295608856.1300955,1,envelope
1.2117344057563015e-07,5295608856.1300955,1,envelope
1.2325733819735686e-07,5295608856.1300955,1,envelope
1.253770739472838e-07,5295608856.1300955,1,envelope
1.275332641567604e-07,5295608856.1300955,1,envelope
1.29726535756583e-07,5295608856.1300955,1,envelope
1.3195752645927934e-07,5295608856.1300955,1,envelope
1.3422688494453092e-07,3523007700.3257957,1,envelope
1.3653527104778e-07,3523007700.3257957,1,envelope
1.3888335595208425e-07,3523007700.3257957,1,envelope
1.4127182238326837e-07,3523007700.3257957,1,envelope
1.4370136480843135e-07,3523007700.3257957,1,envelope
1.4617268963787092e-07,3523007700.3257957,1,envelope
1.4868651543047604e-07,3523007700.3257957,1,envelope
1.5124357310265638e-07,2343750000.0000024,1,envelope
1.538446061408602e-07,2343750000.0000024,1,envelope
1.5649037081775148e-07,2343750000.0000024,1,envelope
1.5918163641210178e-07,2343750000.0000024,1,envelope
1.6191918543246378e-07,2343750000.0000024,1,envelope
1.6470381384469408e-07,2343750000.0000024,1,envelope
1.6753633130338633e-07,2343750000.0000024,1,envelope
1.7041756138728412e-07,2343750000.0000024,1,envelope
1.7334834183874597e-07,2300292737.5069103,1,envelope
1.7632952480732334e-07,2300292737.5069103,1,envelope
1.7936197709753326e-07,2300292737.5069103,1,envelope
1.8244658042088628e-07,2300292737.5069103,1,envelope
1.8558423165225422e-07,2300292737.5069103,1,envelope
1.887758430906431e-07,2300292737.5069103,1,envelope
1.9202234272445078e-07,2300292737.5069103,1,envelope
1.953246745012899e-07,2300292737.5069103,1,envelope
1.986837986024475e-07,1559225675.831475,1,envelope
2.0210069172206476e-07,1559225675.831475,1,envelope
2.0557634735112213e-07,1559225675.831475,1,envelope
2.0911177606630196e-07,1559225675.831475,1,envelope
2.1270800582382575e-07,1559225675.831475,1,envelope
2.1636608225833774e-07,1559225675.831475,1,envelope
2.200870689869353e-07,1559225675.831475,1,envelope
2.238720479184234e-07,1559225675.831475,1,envelope
2.2772211956788732e-07,1530314879.2531047,1,envelope
2.3163840337667995e-07,1530314879.2531047,1,envelope
2.3562203803790718e-07,1530314879.2531047,1,envelope
2.3967418182751164e-07,1530314879.2531047,1,envelope
2.4379601294105433e-07,1530314879.2531047,1,envelope
2.479887298362816e-07,1530314879.2531047,1,envelope
2.522535515815906e-07,1530314879.2531047,1,envelope
2.565917182104802e-07,1530314879.2531047,1,envelope
2.610044910821046e-07,1037305475.4867694,1,envelope
2.6549315324802303e-07,1037305475.4867694,1,envelope
2.7005900982525624e-07,1037305475.4867694,1,envelope
2.7470338837576436e-07,1037305475.4867694,1,envelope
2.794276392924425e-07,1037305475.4867694,1,envelope
2.842331361917628e-07,1037305475.4867694,1,envelope
2.8912127631316386e-07,1037305475.4867694,1,envelope
2.9409348092530804e-07,1037305475.4867694,1,envelope
2.991511957393317e-07,1018072000.784376,1,envelope
3.0429589132919355e-07,1018072000.784376,1,envelope
3.095290635592604e-07,1018072000.784376,1,envelope
3.148522340192413e-07,1018072000.784376,1,envelope
3.202669504666005e-07,1018072000.784376,1,envelope
3.257747872765858e-07,780000000.0,1,envelope
3.313773458999865e-07,780000000.0,1,envelope
3.370762553287734e-07,780000000.0,1,envelope
3.4287317256974064e-07,677292374.813064,1,envelope
3.4876978312629184e-07,582000000.0,1,envelope
3.547678014885203e-07,582000000.0,1,envelope
3.6086897163170547e-07,582000000.0,1,envelope
3.670750675233941e-07,582000000.0,1,envelope
3.733878936391941e-07,582000000.0,1,envelope
3.798092854874393e-07,441000000.0,1,envelope
3.8634111014288435e-07,441000000.0,1,envelope
3.929852667895666e-07,441000000.0,1,envelope
3.9974368727301633e-07,441000000.0,1,envelope
4.066183366619514e-07,342000000.0,1,envelope
4.1361121381964293e-07,342000000.0,1,envelope
4.207243519851e-07,270000000.0,1,envelope
4.2795981936424853e-07,270000000.0,1,envelope
4.35319719731285e-07,270000000.0,1,envelope
4.428061930403644e-07,270000000.0,1,envelope
4.504214160478074e-07,216000000.0,1,envelope
4.581676029450175e-07,216000000.0,1,envelope
4.660470060022685e-07,216000000.0,1,envelope
4.740619162235791e-07,175000000.0,1,envelope
4.822146640128343e-07,175000000.0,1,envelope
4.905076198513771e-07,175000000.0,1,envelope
4.98943194987243e-07,140000000.0,1,envelope
5.075238421362491e-07,140000000.0,1,envelope
5.162520561951467e-07,140000000.0,1,envelope
5.251303749670324e-07,140000000.0,1,envelope
5.341613798992323e-07,140000000.0,1,envelope
5.433476968338868e-07,140000000.0,1,envelope
5.526919967714296e-07,140000000.0,1,envelope
5.621969966472111e-07,140000000.0,1,envelope
5.718654601214628e-07,140000000.0,1,envelope
5.817001983828629e-07,140000000.0,1,envelope
5.917040709659098e-07,132668236.64398172,1,envelope
6.018799865823533e-07,82000000.0,1,envelope
6.122309039669339e-07,82000000.0,1,envelope
6.227598327376572e-07,82000000.0,1,envelope
6.334698342708628e-07,82000000.0,1,envelope
6.443640225913533e-07,82000000.0,1,envelope
6.554455652778145e-07,82000000.0,1,envelope
6.667176843838266e-07,82000000.0,1,envelope
6.781836573746923e-07,82000000.0,1,envelope
6.898468180803982e-07,82000000.0,1,envelope
7.017105576649505e-07,51200000.0,1,envelope
7.1377832561238e-07,51200000.0,1,envelope
7.260536307297186e-07,51200000.0,1,envelope
7.385400421672099e-07,51200000.0,1,envelope
7.512411904560664e-07,51200000.0,1,envelope
7.64160768564088e-07,51200000.0,1,envelope
7.773025329694112e-07,51200000.0,1,envelope
7.906703047527512e-07,51200000.0,1,envelope
8.042679707083994e-07,51200000.0,1,envelope
8.180994844743548e-07,51200000.0,1,envelope
8.32168867681873e-07,51200000.0,1,envelope
8.464802111247845e-07,29800000.0,1,envelope
8.610376759489387e-07,29800000.0,1,envelope
8.758454948620873e-07,29800000.0,1,envelope
8.909079733645773e-07,29800000.0,1,envelope
